,疾病名称,简介,挂号的科室
4144,色素沉着绒毛结节性滑膜炎,色素沉着绒毛结节性滑膜炎(pigmented villonodular synovitis，PVNS)是滑膜的一种增生性病变，经常表现为局限的结节。肿块可能起源于关节滑膜、腱鞘、筋膜层或韧带组织。病变表现为无痛性软组织肿块，通常位于手指和足趾处。也可见于其他关节(尤其是膝关节)及腱鞘。单关节发病是本病的一...,骨科
4145,色素绒毛结节性滑膜炎,色素绒毛结节性滑膜炎比较少见，有绒毛型和结节型两种。患者多青壮年男性。年龄多在20～40岁之间。本病好发于膝关节和踝关节，其次髋、跗间、腕、肘等关节，偶也见于滑囊和腱鞘。,骨科
4146,神经性关节病,Charcot于1868年首先描述神经性关节病故也称为charcot关节病，即夏科氏关节病。此类疾病为无痛觉所引起，又有无痛性关节病之称。是一种继发于神经感觉和神经营养障碍的破坏性关节疾病，常见于40～60岁，男∶女=3∶1。,骨科 中西医结合科
4147,Marie-Bamberger综合征,Marie-Bamberger综合征(Marie-Bamberge syndrome)又称肺性肥大性骨关节病、慢性肺性骨关节病、全身性肥大性骨关节病、继发性肺性骨关节病。该综合征首先由Bamberger(1889)报道，翌年Marie又将已经认为是肢端肥大症的患者，依其具有骨变形改变合并有慢性肺部疾病，而另命名为肺性增殖性骨...,呼吸内科
4148,布氏菌病,全称布鲁士杆菌病，由布氏杆菌引起的人畜共患的急、慢性传染病。又称马耳他热或波状热。其临床特点为长期发热、多汗、关节痛、睾丸炎、肝脾肿大等。病菌为革兰阴性短小球杆菌。广泛流行于世界许多国家，高发地区为地中海地区，亚洲，中南美洲等。全世界每年新发病例约500000。新中国成立...,传染科 急诊科
4149,急性化脓性关节炎,急性化脓性关节炎为化脓性细菌引起的关节急性炎症。血源性者在儿童发生较多，受累的多为单一的肢体大关节，如髋关节，膝关节及肘关节等。如为火器损伤，则根据受伤部位而定，一般膝、肘关节发生率较高。,风湿科 骨科
4150,肩关节结核,肩关节结核比较少见，只占全身骨关节结核的1.06%，成人比儿童较多见(Turek，1977)，以21～30岁最多。大多数在青壮年，病人多同时患有活动性肺结核。性别，男略高于女。左侧稍多于右侧。,骨科
4151,人工关节置换术后关节感染,人工关节置换术后的感染是一个严重的、灾难性的并发症。最初的感染率大于10%，随着经验的丰富，髋、膝关节成形术后的感染已降至1%～3%。然而，随着关节置换术的应用越来越广泛，手术数量日益增加，因此术后感染已成为非常重要的问题。　　人工关节置换术后，发生化脓性感染是极严重的并...,骨科 中医科
4152,淋病性关节炎,淋病性关节炎(gonococcal arthritis)是急性关节炎的一个特殊类型，是由淋球菌经性传播引起的关节炎。在国外，淋球菌性关节炎是最常见的关节感染。波士顿大学医疗中心报道，淋球菌性关节炎患者是其他化脓性关节炎患者的2倍。在国内此类患者也有增多趋势。　　经性传播感染的淋病在急性或...,骨科 中医科
4153,肥大性骨关节病,肥大性骨关节病(hypertrophic osteoarthropathy，HOA)是一种由于骨周围软组织增厚，广泛性骨膜新骨形成而导致的综合征。临床以杵状指(趾)、广泛性骨膜新骨形成和关节疼痛、积液为主要表现。,骨科 中医科
4154,幼年型类风湿病,幼年型类风湿病(juvenile rheumatoid arthritis，JRA)是小儿时期一种常见的结缔组织病，以慢性关节炎为其主要特点，并伴有全身多系统的受累，包括关节、皮、肌、肝、脾、淋巴结。年龄较小的患儿往往先有持续性不规则发热，其全身症状较关节症状更为显著。年长儿或成年患者较多限于关节症...,风湿科 儿科
4155,腕关节结核,腕关节结核在上肢关节中居第三位占全身骨关节结核病人的0.43/100。多见于成人。与其他肢体关节一样，病人同时多并有其他部位的结核病灶。,骨科
4156,先天性多发性关节挛缩症,先天性多发性关节挛缩症是因肌肉、关节囊及韧带纤维化，引起以全身多个关节僵直为特征的综合症。,骨科 儿科
4157,布氏杆菌性关节炎,布氏杆菌病(brucellosis)是布氏杆菌引起的急性感染性传染病。布氏杆菌性关节炎(brucellar arthritis)是布氏杆菌病的一部分。布氏杆菌为小的革兰阳性菌，通过动物传染给人。国内以牛、羊为主要传染源。病菌存在于病畜的组织、尿、乳液、胎儿等。布氏杆菌病可以是急性、自限性疾病，关节痛...,骨科 中医科
4158,骨质软化症与佝偻病,骨质软化症与佝偻病是以新近形成的骨基质矿化障碍为特点的一种骨骼疾病。其结果导致非矿化的骨样组织(类骨质)堆积，骨质软化，而产生骨痛、骨畸形、骨折等一系列临床症状和体征。该病的病因多种多样，主要分为四类：①维生素D营养性缺乏。②维生素D的代谢活性缺陷。③骨矿化部位的矿物质...,骨科
4159,焦磷酸钙沉积病,焦磷酸钙沉积病，是一种累及关节及其他运动系统的，与二水焦磷酸钙(calcium pyrophosphate sedimentation，CPPS)晶体沉积有关的晶体性关节病，因此，又称之为焦磷酸关节病。,骨科
4160,非结核性分枝杆菌关节炎,分枝杆菌是慢性骨、关节感染的主要病原体之一。非结核性分枝杆菌，多指鸟型细胞内的分枝杆菌、海鱼分枝杆菌、兔分枝杆菌、堪萨斯分枝杆菌等。它们存在于土壤和水中。目前尚不能证实人类之间互相传播感染。临床表现和X线特征是进展缓慢，有时保持静止状态，有时则潜伏多年。由于缺少体征...,骨科 中医科
4161,二水焦磷酸钙结晶沉积症,二水焦磷酸钙结晶沉积症(calcium pyrophosphate dihydrate deposition diseaes，CPPD)发现已有30多年历史，在CPPD结晶被确证之前，常混称“痛风”;之后，又称“假性痛风”(pseudogout)，又因其X线上呈现关节软骨钙化，所以又称“软骨钙化症”(chondrocalcinosi)。但此病可无软骨钙化表现...,风湿科
4162,褐黄病,褐黄病(ochronosis)是由于机体缺乏尿黑酸氧化酶(homogentisate oxidase)，使苯丙氨酸、酪氨酸中间代谢产物(尿黑酸)不能进一步氧化分解，聚积于体内。使皮肤、巩膜、软骨颜色变暗，同时尿黑酸引起软骨和其他结缔组织色素沉着，出现脊柱和外周大关节的退行性关节炎。另一方面尿黑酸随尿液...,内分泌科 骨科
4163,慢性创伤性滑囊炎,滑囊又称滑液囊、滑膜囊或黏液囊，与腱鞘同是肌肉和肌腱的附属结构，为一结缔组织扁囊。滑囊多数独立存在，少数与关节腔相通。人体凡是摩擦频繁或压力较大的部位，都有滑囊，多存在于人体坚韧结构的两个摩擦面之间，如骨突、肌肉、肌腱、韧带或皮肤等相互之间。滑囊壁分两层，外层为薄而...,骨科 中医科
4164,镰状细胞贫血,镰状细胞贫血是1949年世界上最早发现的第一个分子病，由此开创了疾病分子生物学时代。其分子病理是基因发生单一碱基突变，正常基因第6个密码子为GAG，编译谷氨酸，突变后变为GTG，编译缬氨酸，这种单个氨基酸的替代即形成HbS。在临床上，血红蛋白S病有3种主要形式：①纯合子状态，即镰状...,血液科 中西医结合科
4165,小儿关节过度活动综合征,关节过度活动综合征(joint hypermobility syndrome)又名关节松弛症(arthrochalasis)，是四肢关节疼痛的原因之一，影响患儿肢体活动和功能。本症是遗传性疾病。,儿科 骨科
4166,小儿急性化脓性关节炎,急性化脓性关节炎(acute suppurative arthritis)多见于膝、髋、肩、肘诸关节。　　发生于婴幼儿者往往，与干骺端的骨髓炎或通过血运侵入关节滑膜有关，最后也可破坏骨骺而继发骨髓炎。,儿科 骨科
4167,颈椎双侧关节突关节脱位,颈椎双侧关节突关节脱位是典型的屈曲性损伤，可以发生在颈2至胸1之间的任何节段，但以颈4以下节段最多见。,骨科
4168,非淋球菌性细菌性关节炎,非淋球菌性细菌性关节炎是一种严重的疾病，病死率为5%～10%。25%～40%的患者有关节损伤与功能障碍。预后与多种因素有关，包括感染的长期性、细菌的特性、累及的关节、宿主的抵御能力以及一些治疗原则的应用等。但根据美国蒙大拿州立生物医学中心统计，即使得到及时有效的治疗，非淋球菌...,骨科 中医科
4169,褐黄病性关节炎,褐黄病是一种少见的氨基酸代谢障碍的遗传性疾病。病人肝脏中缺乏黑尿酸氧化酶，导致大量未经氧化分解的黑尿酸由尿中排出和沉积于人体各种组织和器官里。如黑尿酸沉积在关节结构组织中，则引起褐黄病性关节炎。,骨科 中西医结合科
4170,松毛虫性骨关节炎,松毛虫性骨关节炎为近几年来在我国南方各省陆续发现的一种具有季节性的地区性暴发流行性疾患，是以侵犯皮肤、骨和关节为主的疾病。经流行病学调查及动物实验研究证明，本病与接触松毛虫有关，故定名为松毛虫病。从发病情况上看，在我国的广东、福建、广西、湖南、湖北、安徽、浙江、江西...,骨科 中西医结合科
4171,松毛虫性骨关节病,松毛虫性骨关节病是指直接或间接接触松毛虫活体，尸体或虫毛引起的骨关节病变，是全身疾病中的一部分。本病在我国南方省份如福建，广东，湖北，湖南，浙江林区均有流行。多在夏秋两季，四月至八月松毛虫盛发时，呈地区性暴发流行。据调查在我国已发现约40种松毛虫，危害较大及分布较广的...,骨科
4172,上干型胸廓出口综合征,在解剖上，上干位于前、中斜角肌肌腹之间，无卡压的基础，而颈5、6神经根在出椎间孔处被交叉的前、中斜角肌腱性起始纤维包绕，才是卡压的基础，所以作者将上干型胸廓出口综合征称为颈5、6神经根卡压。以往一直认为上干型胸廓出口综合征很少见，仅占胸廓出口综合征的4%～10%，其实该病在...,骨科 针灸科
4173,黏多糖贮积症Ⅲ型,本型又名山菲利普(Sanfilippo)综合征，为常染色体隐性遗传性病。该型的临床特征和生化异常均不同于Ⅰ、Ⅱ两型，其特征为反应迟钝程度很严重，但周身病变比较轻微。与Ⅰ型不同之处为容貌不似承霤病，侏儒也不明显，亦无角膜浑浊或心脏病等并发症。肘、膝关节有轻度挛缩。即使有肝脾肿大，...,内分泌科 儿科
4174,小儿关节弯曲综合征,关节弯曲综合征即Guerin-Stern综合征，又称先天性多发关节挛缩(congenital multiple arthrogryposis)、先天性肌营养不良(congenital myodystrophy)、关节肌肉发育不良综合征(arthromyodysplastic syndrome)、先天性多发性关节僵硬综合征、出生后固定关节挛缩综合征等。本症是一种先天性...,儿科 神经内科
4175,卡普兰综合征,卡普兰(Caplan)综合征，又有类风湿尘肺综合征、类风湿关节炎-尘肺综合征、硅沉着病关节炎等之称。　　1953年，英国的Caplan发现尘肺煤矿工人合并有类风湿关节炎者可有特异性肺阴影，后人将该病称为卡普兰综合征。以后又相继证实吸入游离硅酸、硅酸盐、铁、铝等其他无机粉尘也可产生本综...,风湿科 骨科
4176,环跳疽,疽毒是指发于髋部环跳穴者称为环跳疽，又名贴骨疽，缩脚疽。正当于现代医学的急生化脓性髋关节炎。中医文献中把生于膝部的叫疵疽，生于足踝部的叫足踝疽，生于肩部的叫肩中疽，生于肘部的叫肘疽，生于腕部的叫兑疽。病名虽不一，但均属关节间的急性化脓性疾病。,骨科 中医科
4177,顽痹,顽痹是因风寒湿邪久羁，或因劳累损伤、年老正虚，肌肉骨骼失却精血充养，经气阻痹所致。以固定部位的筋骨关节反复发作性疼痛，麻木不已，活动受限，遇风寒加重等为主要表现的肢体痹病类疾病。,中医科
