,疾病名称,多发人群
4768,脊椎骨骨髓炎,20～40岁青壮年
4769,棘突压痛,所有人群
4770,棘突骨折,重体力劳动者
4771,先天性脊柱侧凸,所有人群
4772,椎管内转移性肿瘤,20～50
4773,原发性椎管内肿瘤,20～40岁的成人占大多数、男性略多于女性
4774,颈椎后脱位,颈部外伤者
4775,颈椎黄韧带骨化症,50-60岁老年人
4776,颈椎小关节创伤性退变性关节炎,不良的工作体位，如打字员、家务劳动者长时间低头工作者等
4777,少年性椎体骨软骨病,少年
4778,枢椎齿状突骨折,所有人群
4779,偻附,所有人群
4780,颈椎半椎体畸形,所有人群
4781,颈椎椎弓裂,30-40岁人群
4782,弥漫性特发性骨肥厚,所有人群
4783,小儿颈椎融合综合征,婴幼儿
4784,无脊髓损伤的颈椎骨折脱位,外伤患者
4785,寰椎骨折脱位,所有人群
4786,脊椎结核寒性脓肿穿入空腔脏器,所有人群
4787,先天性椎体畸形,与常染色体显性和隐性遗传有关的人
4788,枢椎椎体骨折,所有人群
4789,椎管内结核肉芽肿,多见于青壮年
4790,脊椎结核并发窦道,所有人群
4791,脊椎结核并发截瘫,所有人群
4792,脊椎结核后突畸形,所有人群
4793,小儿椎管内肿瘤,婴幼儿
4794,寰枢椎旋转脱位固定,成年人
4795,创伤性枢椎前滑脱,所有人群
4796,先天性肩关节脱位,新生儿
4797,脊疳,所有人群
4798,椎弓结核,有结核病者较常见
4799,小儿硬脊膜外脓肿,小儿
4800,骶管囊肿,成年人
4801,颅骨缺损,所有人群
4802,颞间隙感染,第三磨牙冠周炎、根尖周炎患者
4803,颅骨结核,以少年儿童或机体低抗力低下的青壮好发，80%发生在20岁以内
4804,舌骨骨折,20岁以后较多见
4805,颅骨骨髓炎,所有人群均可发病
4806,颅骨骨膜窦,所有人群
4807,肋骨骨折,常发生于中、老年人，很少见于儿童
4808,肋软骨炎,20~ 30岁患者，40~ 50岁患者
4809,感染性肋软骨炎,多发于25～35岁成年人，女性居多
4810,无菌性肋软骨炎,所有人群
4811,肋骨骨髓炎,所有人群
4812,骨盆骨折,所有人群
4813,先天性髋脱位,小儿比较最常见的先天性畸形之一
4814,先天性髋内翻,幼儿
4815,小儿麻痹症,儿童
4816,格林－巴利综合征,各年龄组均可发病，以儿童和青壮年多见
4817,急性脊髓炎,可见于任何年龄，但以青壮年居多，在10～19岁和30～39岁有两个发病高峰
4818,脊髓空洞症,31～50岁，男性多于女性
4819,脊髓肿瘤,脊膜瘤女性多见，室管膜瘤男性常多见，20至50岁发病最多见
4820,脊髓性肌萎缩症,婴儿及儿童多见
4821,脊索瘤,多见于40～50岁
4822,脊髓压迫症,20一50岁多发
4823,脊髓亚急性联合变性,所有人群
4824,脊神经根炎,青壮年、中老年人
4825,慢性骨髓炎,所有人群
4826,脊髓栓系综合征,多见于新生儿和儿童
4827,急性播散性脑脊髓炎,儿童人群
4828,颈部脊髓损伤,所有人群
4829,脊膜瘤,多发于40～70岁，最高峰为50~60岁
4830,闭合性脊髓损伤,所有人
4831,遗传性痉挛性截瘫,多见于儿童期或青春期
4832,脊髓神经鞘瘤,发病高峰在40～60岁之间
4833,放射性脊髓病,工业工作者
4834,脊髓血管病,男性，男女比例约为9:1。最常见的发病年龄是30～70岁
4835,进行性脊髓性肌萎缩症,儿童，男性多于女性
4836,脊髓梅毒,所有人群
4837,老年人脊髓压迫症,恶性肿瘤中发病数最多者
4838,结核性脊髓炎,青壮年
4839,脊髓蛛网膜炎,所有人群
4840,反射性躯体神经病,所有人群
4841,老年人脊髓亚急性联合变性,
4842,小儿急性横贯性脊髓炎,儿童
4843,小儿遗传性痉挛性截瘫,多见于儿童或青春期、男性较女性多见
4844,脊髓内脓肿,所有人群
4845,亚急性坏死性脊髓炎,50岁以上的男性
4846,小儿亚急性骨髓炎,所有人群
4847,小儿脊髓损伤,儿童
4848,副肿瘤性脊髓病,所有人群
4849,急性化脓性脊髓炎,所有人群
4850,脊髓火器伤,所有人群
4851,硬脊膜下脓肿,所有人群
4852,硬脊膜外脓肿,所有人群
4853,脊髓刃器伤,成年人
4854,热带痉挛性轻截瘫,所有人群
4855,小儿脊髓前动脉综合征,小儿
4856,漏斗胸,男性较女性多见，男女之比为4∶1，属伴性显性遗传。15岁以下多见，40岁以上少见。
4857,锁骨骨折,多发生在儿童及青壮年
4858,胸骨骨折,车祸患者多见
4859,颧骨骨折,均可发病
4860,复发性多软骨炎,多数发病年龄为40～60岁
4861,胸骨骨髓炎,多见于老年或合并糖尿病等全身疾病的患者
4862,胸骨裂,儿童
4863,耻骨结核,育龄妇女
4864,肋锁综合征,青壮年较多见
4865,坐骨疝,中年以后的妇女，尤以经产妇女为主
4866,先天性锁骨假关节,新生儿
4867,抑郁症,成人
4868,失眠症,所有人群，精神不怎么好的，或太过于压抑
4869,精神分裂症,青壮年，自卑者，工作压力大，抑郁的人大部分都会
4870,焦虑症,35岁以前的女性
4871,强迫症,有不良个性特征的群体
4872,自闭症,一般是儿童多
4873,癔症,青年，女性
4874,性变态,性活跃人群尤为多见
4875,神经官能症,所有人群
4876,人格障碍,压力大者好发
4877,躁狂症,所有人群，青年男性
4878,老年期抑郁障碍,中老年人
4879,抑郁性神经症,所有人，工作压力大，
4880,疑病症,所有人群，女性多于男性
4881,妄想症,所有人群
4882,情感障碍,所有人群
4883,产后抑郁症,多于产后2周发病，于产后4～6周症状明显。平时有癔症、抑郁症的产妇多见
4884,神经性厌食症,青少年。女性多数
4885,阿斯伯格综合症,所有人群
4886,洁癖,所有人
4887,睡眠障碍,所有人群
4888,恋物癖,成年
4889,偏执性精神障碍,成年人
4890,恐惧症,以青年期与老年期发病者居多，女性更多见
4891,儿童睡眠障碍,2-12岁的儿童
4892,尿床,所有人群
4893,露阴癖,所有人群
4894,恐艾症,大多有过高度危险的婚前或婚外性行为人群
4895,躯体形式障碍,所有人群
4896,老年男性性功能障碍,中老年男性
4897,惊恐症,成年人，特别是生活压力大的人群多见
4898,网瘾,青少年多见
4899,窥阴癖,20～40岁的男性
4900,广泛性焦虑障碍,此障碍通常开始于儿童或青少年期，但也可以在任何年龄开始。
4901,拖延症,青年人多见
4902,女性性高潮障碍,已婚女性
4903,精神障碍,多见于遗传疾病
4904,儿童多动症,男性儿童多发
4905,斯德哥尔摩综合症,成年人多见
4906,神经性呕吐,成年早期、中期女性多发
4907,偏执狂,有遗传倾向，青年多见
4908,偏执性精神病,青年女性
4909,抽动秽语综合征,发病年龄2～18岁，多在4～12岁起病
4910,分裂情感性障碍,发病年龄以青壮年多见，女性多于男性。
4911,恋童癖,中年多见
4912,儿童精神分裂症,12～14岁少年
4913,神经性贪食症,B在年轻女性（<30岁）多见
4914,小儿情感交叉擦腿综合征,见于2岁以后儿童
4915,纤维肌痛综合征,随年龄增长而升高
4916,电脑狂躁症,所有人群、以21～30岁最多
4917,月经周期性精神病,多见于25～45岁妇女
4918,反社会人格障碍,成年人青春期多见
4919,酒精所致精神障碍,长期饮酒者
4920,神经质,所有人群
4921,老年人神经症,老年人
4922,拔毛狂,学龄前男孩
4923,儿童学习能力障碍,学龄儿童
4924,产后精神病,产后妇女
4925,性功能异常伴发的精神障碍,成年人
4926,癌症伴发的精神障碍,癌症患者
4927,晚睡强迫症,所有人群
4928,遗忘综合征,长期饮酒或严重营养不良的人
4929,性病神经症,男性
4930,小儿屏气发作,最多见于2～3岁小儿
4931,水、电解质紊乱伴发的精神障碍,所有人群
4932,急性妄想发作,多为青壮年，50岁以上者罕见，不发生于儿童
4933,感应性妄想性障碍,所有人群
4934,中老年男子部分性雄激素缺乏综合征,中老年男性人群
4935,品行障碍,儿童、青少年
4936,人格解体-现实解体综合征,精神病者
4937,小儿抽动秽语综合征,2~15岁儿童
4938,恐缩症,所有人群
4939,小儿精神发育迟缓,小儿
4940,绝经与抑郁症,40岁以上女性多见
4941,儿童期情绪障碍,儿童
4942,压力强迫症,所有人
4943,现代病,年轻人及中老年为主
4944,疯狂购物症,成年女性
4945,成功后抑郁症,成人
4946,面红和面红恐惧症,常见于强迫性神经官能症或精神衰弱的患者，女性较为多见
4947,甲状旁腺功能异常伴发的精神障碍,所有人群
4948,疾病恐怖,所有人群
4949,职业倦怠症,劳务工作者
4950,肾上腺皮质功能异常伴发的精神障碍,所有人群
4951,躯体疾病伴发的精神障碍,高龄者、儿童
4952,谵妄综合征,老年患者
4953,房事头疼症,青壮年
4954,小儿阅读障碍,儿童自身免疫病者较正常人群多
4955,染色体异常伴发的精神障碍,所有人群
4956,寄生虫妄想,中老年妇女
4957,躯体感染伴发的精神障碍,所有人群
4958,小儿注意缺陷障碍,儿童、青少年
4959,生育恐惧症,孕龄男女
4960,职业枯竭,所有人群
4961,酒精伴发的精神障碍,大量饮酒的人
4962,臭汗恐惧症,精神状态异常者
4963,消化系统疾病伴发的精神障碍,所有人群
4964,皮肤行为症,遗传素质的儿童
4965,职业妇女病,女性人群
4966,旅途精神病,铁路列车旅客
4967,糖代谢异常伴发的精神障碍,所有人群
4968,围术期伴发的精神障碍,手术前后病人
4969,办公室综合症,上班族
4970,小儿分离性焦虑症,婴幼儿
4971,压力上瘾症,一是对现实不满意的人，二是爱面子好攀比的人，三是患得患失的人
4972,密码综合症,成人
4973,其他类精神活性物质依赖,服用阿片类人群
4974,周末焦虑症,单身女白领特有的一种职业病
4975,非依赖性物质伴发依赖,所有人群
4976,家庭主妇综征合征,已婚妇女
4977,单次发作抑郁症,成年人
4978,应激反应及适应障碍,中老年人
4979,空巢综合症,退休年龄，身边又无子女共同生活的老年人家庭
4980,工业中毒所致的精神障碍,所有人群
4981,农药中毒所致的精神障碍,农药中毒者
4982,医用药物中毒所致的精神障碍,所有人群
4983,营养代谢疾病伴发的精神障碍,所有人群
4984,小儿学校恐怖症,儿童
4985,考后综合症,学生
4986,搜索依赖症,青年人
4987,小儿神经性厌食,儿童
4988,小儿神经性贪食,儿童人群
4989,异装癖,男性
4990,手机上网综合症,除婴幼儿以外人群
4991,家庭高尚病,成年人
4992,忽略症,多见于脑血管病变者
4993,退休丈夫综合征,中老年男性
4994,乡愁综合症,青壮年，中年人
4995,狂病,青壮年
4996,躁郁症,成年人
4997,客忤,小儿
4998,老年抑郁症,老年人
4999,神思间病,所有人群均可发病
5000,幽闭恐惧症,所有人群
5001,社交恐惧症,17～30岁男女
5002,桃花病,成年人群
5003,逻辑自闭症,所有人群
5004,强迫性回忆,所有人群
5005,青春期强迫症,青春期男女
5006,心理感冒,所有人群
5007,高功能自闭症,儿童
5008,结婚恐惧症,临近婚期的准新人
5009,群体性癔症,中小学人群中，特别是知识相对落后的偏远地区
5010,深海恐惧症,成年人
5011,恐尖症,所有人群
5012,密集物症体恐惧,所有人群
5013,汗腺癌,多见于中、老年人
5014,大汗腺癌,多见于中、老年人好发于汗腺丰富部位
5015,骨癌,所有人
5016,小儿视网膜色素变性-肥胖-多指综合征,男性多见，儿童期发病，通常在10～15岁。
5017,糙皮病,所有人群
5018,手足徐动症,老年人群
5019,科干综合征,所有人群
5020,皮下脂肪瘤,发生在任何年龄
5021,复孔绦虫病,儿童
5022,真菌性尿路感染,有霉菌性阴道炎、免疫力低下的患者多见
5023,老年人泌尿系统感染,老年人对年龄增长发病率增加
5024,泌尿道肿瘤,所有人群
5025,小儿尿感,儿童
5026,老年人泌尿系结石,老年人群
5027,新生儿泌尿系统感染,新生儿
5028,乳头状汗腺腺瘤,中年以上妇女
5029,股外侧皮神经炎,20～50岁较肥胖的男性
5030,冲浪者结节,所有人群
5031,静脉曲张综合征,多见40岁以上中年男性及长久站立工作者。
5032,进行性肢端黑变病,婴幼儿
5033,木村网状肢端色素沉着,发病年龄10～20岁
5034,丘疹紫癜性手套和短袜样综合征,孕妇、免疫功能低下者
5035,疣状肢端角化病,有家族病史的人群，20岁以前发病，男女均可发生
5036,土肥对称性肢端色素沉着症,起于婴幼儿期，青春期明显
5037,溃疡分枝杆菌感染,所有人群
5038,婴儿肢端脓疱病,黑人婴幼儿
5039,反射性交感神经营养不良综合征,所有人群
5040,趾间神经痛,女性比男性更多
5041,小儿尖头并指趾综合征,新生儿（一个月内） 婴儿（2-11个月） 儿童（1-12岁
5042,半月板损伤,青壮年运动员
5043,先天性髋关节脱位,胎儿期及婴幼儿期
5044,髋臼骨折,所有人群
5045,髋关节前脱位,所有人群
5046,急性髌骨脱位,所有人群
5047,股骨转子下骨折,青壮年人群
5048,胫骨平台骨折,无特殊发病群体
5049,踝关节结核,常见于青壮年，男性略多于女性
5050,股骨头骨折,所有人群
5051,膝关节脱位,所有人群
5052,髋关节后脱位,所有人群
5053,化脓性腱鞘炎,所有人群
5054,跗骨与周围关节结核,15岁左右儿童和青壮年
5055,复发性髌骨脱位,所有人群
5056,股骨髁上骨折,所有人群
5057,先天性髋关节外展挛缩和骨盆倾斜,儿童
5058,老烂腿,
5059,结节性硬化,常染色体显性遗传人群
5060,中枢神经系统白血病,所有人群
5061,眼睑痉挛-口下颏部肌张力障碍,中老年人
5062,家族性出血性肾炎（Alport综合征）,所有人
5063,神经白塞病,所有人群
5064,小儿色素失调症,女性
5065,神经系统结节病,所有人群
5066,阻塞性睡眠呼吸暂停综合征,中青年肥胖症多发
5067,平山病,青年男性
5068,小儿遗尿,儿童多见
5069,新生儿破伤风,新生儿
5070,中枢神经系统淋巴瘤,好发年龄40～60岁
5071,颅内静脉窦闭塞性颅高压,所有人群
5072,小儿赖特综合征,儿童
5073,裂谷热,所有人群
5074,小儿神经管畸形,小儿
5075,进行性脂肪营养不良,5～10岁女性
5076,神经系统的放射性损伤,所有人群
5077,脂肪栓塞综合征,外伤、骨折后常见
5078,脑动脉硬化伴发的精神障碍,高血压中老年患者
5079,僵人综合征,所有人群
5080,高血压病伴发的精神障碍,高血压患者，40～50岁人群
5081,阿斯匹林不耐受三联症,成年人
5082,副流行性感冒,所有人群
5083,病毒性感冒,所有人群均可发病
5084,小儿黑酸尿综合征,尿黑酸氧化酶的先天性缺乏者
5085,小儿眼-脑-肾综合征,婴幼儿
5086,兰伯特-伊顿综合征,多于50～70 岁，男性较多
5087,小儿常染色体隐性小脑性共济失调,儿童
5088,小儿猪带绦虫病和囊虫病,所有人群
5089,小儿常染色体显性小脑性共济失调,青春期少年和成人
5090,细粒棘球蚴病,所有人群
5091,老年人运动神经元病,老年人群
5092,脑肝肾综合征,婴幼儿
5093,特发性迟发性免疫球蛋白缺乏症,10～30岁
5094,小儿面部红斑侏儒综合征,婴幼儿人群
5095,微囊肿腺癌,年龄不限、男女无差异
5096,颞下颌关节紊乱综合征,青壮年
5097,睡眠呼吸暂停综合征,肥胖人群，老年人
